File_DB,Language,Corpus,Code,Age(Month),Sex,Group,Race,SES,Role,Education,Custom_field,Design,Activity,Group...7,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,MLU50_Utts,MLU50_Words,MLU50_Morphemes,FREQ_types,FREQ_tokens,NDW_100,VOCD_D_optimum_average,Verbs_Utt,Word_Errors,Utt_Errors,retracing,repetition,DSS_Utts,DSS,IPSyn_Utts,IPSyn_Total,mor_Words,*-PRESP,in,on,*-PL,*-POSS,u-cop,det:art,*-PAST,*-3S,irr-3S,u-aux,c-cop,c-aux,Total_non_zero_mors,#_participants
SD,eng,Narr_SSS,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narration,.,51.03,44.95,1.44,1.59,.,.,.,77.26,353.69,.,.,0.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36
Mean,eng,Narr_SSS,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narration,.,70.35,64.78,7.91,8.75,.,.,.,150,506.35,.,.,1.52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Min,eng,Narr_SSS,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narration,.,10,10,6.03,6.41,.,.,.,49,95,.,.,1.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Max,eng,Narr_SSS,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narration,.,196,169,10.1,11.2,.,.,.,329,1331,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
SD,eng,Narr_SSS,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narration,.,38.43,32.76,0.95,1.14,.,.,.,66.27,262.79,.,.,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Mean,eng,Narr_SSS,.,9;0-9;5,.,TD,.,.,.,.,.,.,Narration,.,52,49.09,7.44,8.2,.,.,.,106.91,358.09,.,.,1.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
Min,eng,Narr_SSS,.,9;0-9;5,.,TD,.,.,.,.,.,.,Narration,.,16,15,5.37,6.41,.,.,.,59,102,.,.,0.95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
Max,eng,Narr_SSS,.,9;0-9;5,.,TD,.,.,.,.,.,.,Narration,.,106,101,10.82,11.5,.,.,.,206,767,.,.,2.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
SD,eng,Narr_SSS,.,9;0-9;5,.,TD,.,.,.,.,.,.,Narration,.,25.82,24.11,1.24,1.36,.,.,.,36.23,176.93,.,.,0.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22
Mean,eng,Narr_SSS,.,10;9-11;4,.,TD,.,.,.,.,.,.,Narration,.,52.44,48.89,8.37,9.42,.,.,.,139.52,436.63,.,.,1.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Min,eng,Narr_SSS,.,10;9-11;4,.,TD,.,.,.,.,.,.,Narration,.,11,11,5.96,6.92,.,.,.,40,68,.,.,1.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Max,eng,Narr_SSS,.,10;9-11;4,.,TD,.,.,.,.,.,.,Narration,.,205,191,10.95,12.33,.,.,.,492,1888,.,.,2.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
SD,eng,Narr_SSS,.,10;9-11;4,.,TD,.,.,.,.,.,.,Narration,.,48.08,44.42,1.45,1.68,.,.,.,104.1,445.31,.,.,0.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Mean,eng,Narr_SSS,.,12;9-13;3,.,TD,.,.,.,.,.,.,Narration,.,60.7,56.04,8.45,9.37,.,.,.,142.44,463.59,.,.,1.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Min,eng,Narr_SSS,.,12;9-13;3,.,TD,.,.,.,.,.,.,Narration,.,12,12,4.92,5.46,.,.,.,44,64,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Max,eng,Narr_SSS,.,12;9-13;3,.,TD,.,.,.,.,.,.,Narration,.,198,189,15.31,17,.,.,.,322,1410,.,.,2.54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
SD,eng,Narr_SSS,.,12;9-13;3,.,TD,.,.,.,.,.,.,Narration,.,52.76,49.02,1.96,2.16,.,.,.,76.19,399.21,.,.,0.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
Mean,eng,TNL2,.,4;0-5;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,22.51,15.93,5.7,6.32,.,.,.,48.6,94.72,.,.,1.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43
Min,eng,TNL2,.,4;0-5;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,3,0,3,3.25,.,.,.,0,0,.,.,0.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43
Max,eng,TNL2,.,4;0-5;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,62,46,10.5,11.5,.,.,.,115,285,.,.,2.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43
SD,eng,TNL2,.,4;0-5;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,13.51,11.59,1.29,1.41,.,.,.,29.96,73.96,.,.,0.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43
Mean,eng,TNL2,.,5;0-6;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,26.5,20,5.98,6.61,.,.,.,60.58,128.23,.,.,1.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66
Min,eng,TNL2,.,5;0-6;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,4,1,3.25,3.5,.,.,.,4,4,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66
Max,eng,TNL2,.,5;0-6;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,126,82,9.88,10.5,.,.,.,192,562,.,.,2.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66
SD,eng,TNL2,.,5;0-6;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,19.82,14.52,1.29,1.4,.,.,.,35.93,108.74,.,.,0.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66
Mean,eng,TNL2,.,6;0-7;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,30.05,25.96,6.62,7.27,.,.,.,80.84,177.32,.,.,1.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80
Min,eng,TNL2,.,6;0-7;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,7,1,3.58,3.79,.,.,.,4,4,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80
Max,eng,TNL2,.,6;0-7;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,94,84,9.37,10.37,.,.,.,178,559,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80
SD,eng,TNL2,.,6;0-7;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,15.71,15.21,1.27,1.42,.,.,.,37.83,112.59,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80
Mean,eng,TNL2,.,7;0-8;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,34.45,31.02,7.19,7.9,.,.,.,99.02,225.82,.,.,1.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,114
Min,eng,TNL2,.,7;0-8;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,7,6,4.85,5.5,.,.,.,31,45,.,.,0.94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,114
Max,eng,TNL2,.,7;0-8;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,129,126,10.37,11,.,.,.,222,851,.,.,2.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,114
SD,eng,TNL2,.,7;0-8;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,15.97,15.72,1.08,1.15,.,.,.,35.3,121.89,.,.,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,114
Mean,eng,TNL2,.,8;0-9;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,40.25,36.91,7.54,8.28,.,.,.,117.56,278.5,.,.,1.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,130
Min,eng,TNL2,.,8;0-9;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,12,4,2.75,4,.,.,.,11,11,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,130
Max,eng,TNL2,.,8;0-9;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,88,85,10.94,11.64,.,.,.,206,696,.,.,2.08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,130
SD,eng,TNL2,.,8;0-9;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,14.55,13.98,0.95,1,.,.,.,31.51,107.05,.,.,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,130
Mean,eng,TNL2,.,9;0-10;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,40.44,37.37,7.86,8.63,.,.,.,125.69,296.17,.,.,1.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,137
Min,eng,TNL2,.,9;0-10;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,11,9,5.92,6.28,.,.,.,36,63,.,.,1.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,137
Max,eng,TNL2,.,9;0-10;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,88,77,11.52,12.56,.,.,.,241,611,.,.,2.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,137
SD,eng,TNL2,.,9;0-10;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,11.85,11.69,1.03,1.14,.,.,.,33.75,104.74,.,.,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,137
Mean,eng,TNL2,.,10;0-11;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,45.59,42.76,8.34,9.15,.,.,.,146.35,354.77,.,.,1.74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121
Min,eng,TNL2,.,10;0-11;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,15,11,6.07,6.56,.,.,.,60,91,.,.,1.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121
Max,eng,TNL2,.,10;0-11;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,95,92,13.36,14.55,.,.,.,236,699,.,.,2.88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121
SD,eng,TNL2,.,10;0-11;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,15.21,14.22,1.14,1.27,.,.,.,36.77,117.63,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,121
Mean,eng,TNL2,.,11;0-12;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,46.41,43.38,8.33,9.13,.,.,.,145.48,355.41,.,.,1.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85
Min,eng,TNL2,.,11;0-12;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,21,18,5.97,6.64,.,.,.,69,123,.,.,1.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85
Max,eng,TNL2,.,11;0-12;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,123,119,11.93,13.23,.,.,.,236,711,.,.,2.63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85
SD,eng,TNL2,.,11;0-12;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,18.21,16.87,1.11,1.24,.,.,.,35.46,120.71,.,.,0.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85
Mean,eng,TNL2,.,12;0-13;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,52.55,49.67,8.72,9.61,.,.,.,168.7,423.42,.,.,1.86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33
Min,eng,TNL2,.,12;0-13;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,26,15,6.21,6.78,.,.,.,70,135,.,.,1.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33
Max,eng,TNL2,.,12;0-13;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,126,126,12.02,13.44,.,.,.,289,943,.,.,2.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33
SD,eng,TNL2,.,12;0-13;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,22.35,22.83,1.29,1.43,.,.,.,45.75,176.75,.,.,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33
Mean,eng,TNL2,.,13;0-14;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,45.68,43.13,8.52,9.41,.,.,.,157.71,367.68,.,.,1.78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31
Min,eng,TNL2,.,13;0-14;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,24,23,6.57,7.28,.,.,.,84,192,.,.,1.37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31
Max,eng,TNL2,.,13;0-14;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,81,78,10.84,12.16,.,.,.,256,657,.,.,2.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31
SD,eng,TNL2,.,13;0-14;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,15.01,14.95,1.09,1.2,.,.,.,45.7,134.55,.,.,0.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31
Mean,eng,TNL2,.,14;0-14;11,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,50.06,47.44,8.81,9.86,.,.,.,169.22,411.61,.,.,1.86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18
Min,eng,TNL2,.,14;0-14;11,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,27,22,6.94,7.73,.,.,.,115,197,.,.,1.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18
Max,eng,TNL2,.,14;0-14;11,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,105,101,10.22,11.46,.,.,.,264,802,.,.,2.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18
SD,eng,TNL2,.,14;0-14;11,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,21.35,21.44,0.86,0.95,.,.,.,49.11,168.64,.,.,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18
Mean,eng,TNL,.,5;0-6;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,29.75,25.42,6.66,7.29,.,.,.,84.42,175.13,.,.,1.37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55
Min,eng,TNL,.,5;0-6;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,8,7,3,3.3,.,.,.,25,30,.,.,0.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55
Max,eng,TNL,.,5;0-6;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,64,56,8.84,9.54,.,.,.,184,495,.,.,1.88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55
SD,eng,TNL,.,5;0-6;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,10.86,9.84,1.21,1.27,.,.,.,30.48,86.98,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55
Mean,eng,TNL,.,6;0-7;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,31.43,27.68,7.18,7.87,.,.,.,93.78,203.47,.,.,1.46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108
Min,eng,TNL,.,6;0-7;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,8,7,2.9,3.2,.,.,.,24,29,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108
Max,eng,TNL,.,6;0-7;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,82,73,10.51,11.54,.,.,.,205,603,.,.,2.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108
SD,eng,TNL,.,6;0-7;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,12.9,12.25,1.28,1.36,.,.,.,35.49,103.92,.,.,0.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,108
Mean,eng,TNL,.,7;0-8;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,37.28,34.26,7.86,8.61,.,.,.,119.47,274.31,.,.,1.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,112
Min,eng,TNL,.,7;0-8;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,11,8,5,5.6,.,.,.,38,50,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,112
Max,eng,TNL,.,7;0-8;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,99,96,12.03,13.05,.,.,.,276,867,.,.,2.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,112
SD,eng,TNL,.,7;0-8;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,17.01,16.29,1.27,1.37,.,.,.,45.53,144.32,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,112
Mean,eng,TNL,.,8;0-9;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,44.47,41.36,8.06,8.81,.,.,.,138.89,335.53,.,.,1.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,109
Min,eng,TNL,.,8;0-9;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,14,11,5.4,5.73,.,.,.,42,77,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,109
Max,eng,TNL,.,8;0-9;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,157,149,11.6,12.46,.,.,.,322,1183,.,.,2.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,109
SD,eng,TNL,.,8;0-9;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,21.16,20.16,1.14,1.24,.,.,.,45.68,168.73,.,.,0.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,109
Mean,eng,TNL,.,9;0-10;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,50.76,47.04,8.3,9.09,.,.,.,154.37,381,.,.,1.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49
Min,eng,TNL,.,9;0-10;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,24,24,4.63,5.07,.,.,.,88,161,.,.,0.74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49
Max,eng,TNL,.,9;0-10;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,138,106,11,12.25,.,.,.,249,815,.,.,2.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49
SD,eng,TNL,.,9;0-10;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,21.55,18.66,1.3,1.45,.,.,.,34.19,132.55,.,.,0.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49
Mean,eng,TNL,.,10;0-11;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,50.53,48.66,8.93,9.8,.,.,.,166.23,430.75,.,.,1.83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53
Min,eng,TNL,.,10;0-11;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,21,19,5.65,6.04,.,.,.,57,117,.,.,1.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53
Max,eng,TNL,.,10;0-11;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,194,192,12.55,13.61,.,.,.,349,1342,.,.,2.63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53
SD,eng,TNL,.,10;0-11;0,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,26.98,26.9,1.49,1.64,.,.,.,52.47,216.2,.,.,0.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53
Mean,eng,TNL,.,11;0-11;11,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,45.94,44.02,8.82,9.66,.,.,.,158.96,382.75,.,.,1.82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52
Min,eng,TNL,.,11;0-11;11,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,23,20,5.47,6.17,.,.,.,78,147,.,.,1.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52
Max,eng,TNL,.,11;0-11;11,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,77,77,12.15,13.24,.,.,.,249,739,.,.,2.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52
SD,eng,TNL,.,11;0-11;11,.,TD,.,.,.,.,.,.,Narrative retell and picture narrative,.,13.65,13.38,1.29,1.43,.,.,.,32.83,109.39,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52
Mean,eng,SALT_Play,.,2;8-3;0,.,TD,.,.,.,.,.,.,Play,.,169,147,3.03,3.29,.,.,.,126.44,442,.,.,0.61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9
Min,eng,SALT_Play,.,2;8-3;0,.,TD,.,.,.,.,.,.,Play,.,70,65,2.67,2.89,.,.,.,85,193,.,.,0.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9
Max,eng,SALT_Play,.,2;8-3;0,.,TD,.,.,.,.,.,.,Play,.,288,236,3.75,4.09,.,.,.,174,773,.,.,0.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9
SD,eng,SALT_Play,.,2;8-3;0,.,TD,.,.,.,.,.,.,Play,.,83.34,68.95,0.35,0.39,.,.,.,30.23,204.3,.,.,0.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9
Mean,eng,SALT_Play,.,3;0-3;5,.,TD,.,.,.,.,.,.,Play,.,132.7,116.48,3.23,3.54,.,.,.,126.26,377.04,.,.,0.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Min,eng,SALT_Play,.,3;0-3;5,.,TD,.,.,.,.,.,.,Play,.,46,39,2.64,2.88,.,.,.,71,120,.,.,0.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Max,eng,SALT_Play,.,3;0-3;5,.,TD,.,.,.,.,.,.,Play,.,288,224,4.16,4.5,.,.,.,176,688,.,.,0.97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
SD,eng,SALT_Play,.,3;0-3;5,.,TD,.,.,.,.,.,.,Play,.,51.93,41.36,0.41,0.46,.,.,.,23.93,141.89,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Mean,eng,SALT_Play,.,3;9-4;0,.,TD,.,.,.,.,.,.,Play,.,182.43,159.71,3.39,3.74,.,.,.,158.71,546.21,.,.,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14
Min,eng,SALT_Play,.,3;9-4;0,.,TD,.,.,.,.,.,.,Play,.,79,71,2.44,2.64,.,.,.,96,274,.,.,0.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14
Max,eng,SALT_Play,.,3;9-4;0,.,TD,.,.,.,.,.,.,Play,.,269,228,4.17,4.57,.,.,.,228,851,.,.,0.95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14
SD,eng,SALT_Play,.,3;9-4;0,.,TD,.,.,.,.,.,.,Play,.,61.19,50.73,0.57,0.65,.,.,.,39.96,212.59,.,.,0.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14
Mean,eng,SALT_Play,.,4;0-4;4,.,TD,.,.,.,.,.,.,Play,.,139.07,124.53,3.47,3.82,.,.,.,137.73,426.73,.,.,0.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15
Min,eng,SALT_Play,.,4;0-4;4,.,TD,.,.,.,.,.,.,Play,.,65,64,2.18,2.42,.,.,.,82,166,.,.,0.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15
