File_DB,Language,Corpus,Code,Age(Month),Sex,Group,Race,SES,Role,Education,Custom_field,Design,Activity,Group...7,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,MLU50_Utts,MLU50_Words,MLU50_Morphemes,FREQ_types,FREQ_tokens,NDW_100,VOCD_D_optimum_average,Verbs_Utt,Word_Errors,Utt_Errors,retracing,repetition,DSS_Utts,DSS,IPSyn_Utts,IPSyn_Total,mor_Words,*-PRESP,in,on,*-PL,*-POSS,u-cop,det:art,*-PAST,*-3S,irr-3S,u-aux,c-cop,c-aux,Total_non_zero_mors,#_participants
SD,spa,Spa_FGTD,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narrative retell-- FGTD,.,12.44,11.22,1,1.02,.,.,.,22.58,93.28,.,.,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75
Mean,spa,Spa_FGTD,.,9;6-10;6,.,TD,.,.,.,.,.,.,Narrative retell-- FGTD,.,44.27,43.07,7.65,7.84,.,.,.,106.27,327.13,.,.,0.94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15
Min,spa,Spa_FGTD,.,9;6-10;6,.,TD,.,.,.,.,.,.,Narrative retell-- FGTD,.,30,29,6.59,6.81,.,.,.,74,211,.,.,0.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15
Max,spa,Spa_FGTD,.,9;6-10;6,.,TD,.,.,.,.,.,.,Narrative retell-- FGTD,.,62,61,9.9,10.21,.,.,.,132,453,.,.,1.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15
SD,spa,Spa_FGTD,.,9;6-10;6,.,TD,.,.,.,.,.,.,Narrative retell-- FGTD,.,10.24,10.06,0.88,0.93,.,.,.,16.59,72.75,.,.,0.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15
Mean,spa,Spa_FGTD,.,9;0-9;6,.,TD,.,.,.,.,.,.,Narrative retell-- FGTD,.,42.87,41.54,7.7,7.85,.,.,.,109.13,320.12,.,.,0.88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67
Min,spa,Spa_FGTD,.,9;0-9;6,.,TD,.,.,.,.,.,.,Narrative retell-- FGTD,.,28,27,5.74,5.82,.,.,.,75,181,.,.,0.46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67
Max,spa,Spa_FGTD,.,9;0-9;6,.,TD,.,.,.,.,.,.,Narrative retell-- FGTD,.,85,81,10.33,10.67,.,.,.,184,670,.,.,1.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67
SD,spa,Spa_FGTD,.,9;0-9;6,.,TD,.,.,.,.,.,.,Narrative retell-- FGTD,.,9.87,9.37,0.97,0.99,.,.,.,17.64,83.09,.,.,0.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67
Mean,spa,Spa_FWAY,.,5;10-6;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,36.43,30.86,5.83,5.97,.,.,.,73.14,176.71,.,.,0.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7
Min,spa,Spa_FWAY,.,5;10-6;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,23,19,5.21,5.32,.,.,.,61,142,.,.,0.46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7
Max,spa,Spa_FWAY,.,5;10-6;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,43,37,7.47,7.68,.,.,.,90,216,.,.,0.87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7
SD,spa,Spa_FWAY,.,5;10-6;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,6.58,5.98,0.77,0.81,.,.,.,10.64,25.4,.,.,0.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7
Mean,spa,Spa_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,40.58,36.45,6.04,6.2,.,.,.,84.38,221.56,.,.,0.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64
Min,spa,Spa_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,21,16,4.08,4.24,.,.,.,36,71,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64
Max,spa,Spa_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,84,68,8.35,8.65,.,.,.,138,375,.,.,1.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64
SD,spa,Spa_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,11.81,10.32,0.85,0.88,.,.,.,19.13,70.7,.,.,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64
Mean,spa,Spa_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,40.14,34.73,5.94,6.11,.,.,.,80.34,209.32,.,.,0.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56
Min,spa,Spa_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,20,14,3.71,3.94,.,.,.,35,63,.,.,0.42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56
Max,spa,Spa_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,74,72,7.25,7.45,.,.,.,132,448,.,.,1.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56
SD,spa,Spa_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,11.7,11.5,0.77,0.77,.,.,.,20.51,80.26,.,.,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56
Mean,spa,Spa_FWAY,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,43.9,40.36,6.41,6.58,.,.,.,92.22,257.57,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67
Min,spa,Spa_FWAY,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,18,14,4.52,4.61,.,.,.,45,77,.,.,0.41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67
Max,spa,Spa_FWAY,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,89,84,10.14,10.48,.,.,.,162,534,.,.,1.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67
SD,spa,Spa_FWAY,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,13.55,12.54,0.91,0.94,.,.,.,21.39,82.9,.,.,0.16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67
Mean,spa,Spa_FWAY,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,44.58,40.99,6.36,6.53,.,.,.,93.11,263.06,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72
Min,spa,Spa_FWAY,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,25,22,4.96,5.15,.,.,.,52,122,.,.,0.44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72
Max,spa,Spa_FWAY,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,74,71,8.94,9.29,.,.,.,174,491,.,.,1.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72
SD,spa,Spa_FWAY,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,9.73,10.34,0.76,0.8,.,.,.,21.15,79.71,.,.,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72
Mean,spa,Spa_FWAY,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,45.43,42.46,6.6,6.79,.,.,.,97.96,280.66,.,.,0.86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76
Min,spa,Spa_FWAY,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,24,22,4.71,4.94,.,.,.,52,123,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76
Max,spa,Spa_FWAY,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,84,78,9.21,9.38,.,.,.,156,480,.,.,1.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76
SD,spa,Spa_FWAY,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,10.21,10.06,0.78,0.81,.,.,.,17.62,73.89,.,.,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76
Mean,spa,Spa_FWAY,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,45.11,42.52,6.72,6.88,.,.,.,96.53,286.05,.,.,0.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62
Min,spa,Spa_FWAY,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,27,24,5.04,5.2,.,.,.,60,146,.,.,0.41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62
Max,spa,Spa_FWAY,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,81,73,8.94,9.03,.,.,.,147,503,.,.,1.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62
SD,spa,Spa_FWAY,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,8.66,8.16,0.74,0.76,.,.,.,15.46,65.87,.,.,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62
Mean,spa,Spa_FWAY,.,9;0-9;11,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,43.62,40.46,6.43,6.62,.,.,.,90.46,260.77,.,.,0.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13
Min,spa,Spa_FWAY,.,9;0-9;11,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,31,30,5.14,5.23,.,.,.,68,180,.,.,0.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13
Max,spa,Spa_FWAY,.,9;0-9;11,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,57,55,7.15,7.35,.,.,.,126,393,.,.,1.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13
SD,spa,Spa_FWAY,.,9;0-9;11,.,TD,.,.,.,.,.,.,Narrative retell-- FWAY,.,8.48,8.5,0.51,0.55,.,.,.,15.26,62.17,.,.,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13
Mean,spa,Spa_OFTM,.,6;9-7;0,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,46.64,43.91,6.5,6.65,.,.,.,95.36,291.36,.,.,1.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11
Min,spa,Spa_OFTM,.,6;9-7;0,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,32,30,4.79,4.88,.,.,.,63,158,.,.,0.79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11
Max,spa,Spa_OFTM,.,6;9-7;0,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,87,80,8,8.17,.,.,.,132,515,.,.,1.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11
SD,spa,Spa_OFTM,.,6;9-7;0,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,17.58,16.42,1.07,1.11,.,.,.,22.48,128.76,.,.,0.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11
Mean,spa,Spa_OFTM,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,48.43,44.74,6.38,6.58,.,.,.,93.7,286.35,.,.,0.95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Min,spa,Spa_OFTM,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,27,19,4.68,4.79,.,.,.,41,89,.,.,0.32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Max,spa,Spa_OFTM,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,81,79,8.57,8.75,.,.,.,122,462,.,.,1.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
SD,spa,Spa_OFTM,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,13.66,13.67,0.97,1.02,.,.,.,21.6,89.86,.,.,0.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23
Mean,spa,Spa_OFTM,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,47.66,43.91,6.96,7.13,.,.,.,95.72,304.53,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
Min,spa,Spa_OFTM,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,33,28,4.91,5.17,.,.,.,67,172,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
Max,spa,Spa_OFTM,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,114,101,8.29,8.53,.,.,.,153,729,.,.,1.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
SD,spa,Spa_OFTM,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,16.06,14.62,0.73,0.73,.,.,.,18.73,102.99,.,.,0.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
Mean,spa,Spa_OFTM,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,49.08,45.54,7,7.2,.,.,.,98.08,319.81,.,.,0.95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Min,spa,Spa_OFTM,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,33,26,6.04,6.15,.,.,.,59,157,.,.,0.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Max,spa,Spa_OFTM,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,81,76,8.71,8.98,.,.,.,136,512,.,.,1.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
SD,spa,Spa_OFTM,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,11.84,11.3,0.63,0.66,.,.,.,16.89,85.91,.,.,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Mean,spa,Spa_OFTM,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,49.35,46.16,7.36,7.53,.,.,.,98.19,340.32,.,.,0.98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Min,spa,Spa_OFTM,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,13,10,5.3,5.39,.,.,.,29,66,.,.,0.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Max,spa,Spa_OFTM,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,117,110,8.91,9,.,.,.,206,829,.,.,1.49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
SD,spa,Spa_OFTM,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,16.06,15.8,0.73,0.73,.,.,.,25.5,121.53,.,.,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Mean,spa,Spa_OFTM,.,9;0-9;6,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,50.79,47.79,7.28,7.48,.,.,.,103.45,347.59,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29
Min,spa,Spa_OFTM,.,9;0-9;6,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,26,24,4.98,5.29,.,.,.,70,159,.,.,0.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29
Max,spa,Spa_OFTM,.,9;0-9;6,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,84,77,8.91,9,.,.,.,140,571,.,.,1.35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29
SD,spa,Spa_OFTM,.,9;0-9;6,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,12.62,11.65,0.91,0.89,.,.,.,18.27,91.81,.,.,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29
Mean,spa,Spa_OFTM,.,9;6-10;7,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,51.92,49.5,6.92,7.09,.,.,.,104.58,346.33,.,.,0.93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12
Min,spa,Spa_OFTM,.,9;6-10;7,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,26,24,5.88,5.94,.,.,.,70,159,.,.,0.74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12
Max,spa,Spa_OFTM,.,9;6-10;7,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,84,77,8.31,8.56,.,.,.,139,640,.,.,1.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12
SD,spa,Spa_OFTM,.,9;6-10;7,.,TD,.,.,.,.,.,.,Narrative retell-- OFTM,.,17.27,15.92,0.75,0.79,.,.,.,23.58,133.93,.,.,0.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12
Mean,spa,Spa_FOHO,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,46.26,42.6,6.47,6.54,.,.,.,95.66,276.17,.,.,0.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35
Min,spa,Spa_FOHO,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,20,18,4.54,4.83,.,.,.,48,105,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35
Max,spa,Spa_FOHO,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,71,68,7.87,7.95,.,.,.,147,430,.,.,1.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35
SD,spa,Spa_FOHO,.,6;6-7;0,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,11.1,10.16,0.85,0.84,.,.,.,19.57,72.1,.,.,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35
Mean,spa,Spa_FOHO,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,48.41,45.57,6.65,6.73,.,.,.,102.05,302.05,.,.,0.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Min,spa,Spa_FOHO,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,32,28,5.38,5.38,.,.,.,73,185,.,.,0.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Max,spa,Spa_FOHO,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,85,82,8.07,8.25,.,.,.,165,533,.,.,1.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
SD,spa,Spa_FOHO,.,7;0-7;6,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,11.45,11.06,0.63,0.65,.,.,.,18.36,73.53,.,.,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37
Mean,spa,Spa_FOHO,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,47.59,45.24,7,7.1,.,.,.,106.26,315.88,.,.,0.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
Min,spa,Spa_FOHO,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,32,28,5.54,5.61,.,.,.,69,170,.,.,0.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
Max,spa,Spa_FOHO,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,70,67,8.46,8.59,.,.,.,141,441,.,.,1.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
SD,spa,Spa_FOHO,.,7;6-8;0,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,8.63,8.95,0.82,0.83,.,.,.,16.55,68.05,.,.,0.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34
Mean,spa,Spa_FOHO,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,51.05,49.24,7.23,7.32,.,.,.,115.84,356.39,.,.,0.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38
Min,spa,Spa_FOHO,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,34,34,5.49,5.54,.,.,.,81,225,.,.,0.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38
Max,spa,Spa_FOHO,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,71,70,9,9.1,.,.,.,163,528,.,.,1.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38
SD,spa,Spa_FOHO,.,8;0-8;6,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,8.54,8.54,0.82,0.83,.,.,.,17.34,76,.,.,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38
Mean,spa,Spa_FOHO,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,52,49.81,7,7.09,.,.,.,115.16,350.58,.,.,0.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31
Min,spa,Spa_FOHO,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,32,30,5.5,5.59,.,.,.,77,191,.,.,0.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31
Max,spa,Spa_FOHO,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,70,67,8.89,9.02,.,.,.,153,514,.,.,1.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31
SD,spa,Spa_FOHO,.,8;6-9;0,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,8.86,8.15,0.88,0.9,.,.,.,19.01,80.06,.,.,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31
Mean,spa,Spa_FOHO,.,9;0-10;1,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,52.63,48.25,7.16,7.25,.,.,.,114,346.38,.,.,0.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8
Min,spa,Spa_FOHO,.,9;0-10;1,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,28,24,6.44,6.47,.,.,.,77,175,.,.,0.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8
Max,spa,Spa_FOHO,.,9;0-10;1,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,63,60,8.03,8.18,.,.,.,147,482,.,.,0.95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8
SD,spa,Spa_FOHO,.,9;0-10;1,.,TD,.,.,.,.,.,.,Narrative retell-- FOHO,.,12.28,11.83,0.56,0.6,.,.,.,22.89,94.96,.,.,0.11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8
Mean,spa,Biling_Spa_FGTD,.,5;5-6;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,31.66,29.37,6.45,6.48,.,.,.,69.14,191.81,.,.,0.78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,322
Min,spa,Biling_Spa_FGTD,.,5;5-6;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,7,6,3.7,3.8,.,.,.,19,25,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,322
Max,spa,Biling_Spa_FGTD,.,5;5-6;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,95,93,9.67,9.8,.,.,.,128,632,.,.,1.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,322
SD,spa,Biling_Spa_FGTD,.,5;5-6;0,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,10.16,9.93,1.06,1.07,.,.,.,19.05,77.07,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,322
Mean,spa,Biling_Spa_FGTD,.,6;6-6;9,.,TD,.,.,.,.,.,.,Bilingual Spanish Narrative retell-- FGTD,.,35.14,33.09,6.61,6.65,.,.,.,78.23,222.03,.,.,0.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,125
